FID,STREETNAME,CLASS,ADMIN_TYPE,RT_NUMBER,ALTRTNUM1,ALTRTNUM2,ALTRTNUM3,ALTRTNUM4,ALTRT1TYPE,RDTYPE,ROUTE_ID,ROUTE_SYST,ROUTE_NUMB,ROUTE_DIRE,RD_SEG_ID,STREET_NAM,FM_ST_NAME,TO_ST_NAME,FACILITY,F_CLASS,URBAN_AREA,URBAN_TYPE,F_F_CLASS,JURISDICTN,NHS,FD_AID_RTE,FD_AID_RD,CONTROL,NUM_LANES,OPP_LANES,SURFACE_TP,SURFACE_WD,SHLDR_RT_W,SHLDR_RT_T,SHLDR_LT_W,SHLDR_LT_T,SHLDR_UL_W,SHLDR_UL_T,MED_WIDTH,MED_TYPE,CURB,LT_SIDEWLK,RT_SIDEWLK,OPERATION,SPEED_LIM,OP_DIR_SL,TRUCK,T_EXC_TYPE,T_EXC_TIME,TRK_NETWRK,TRUCK_RTE,ROW_WIDTH,STRUCT_CND,TERRAIN,TOLL_ROAD,MHS,MGIS_TOWN,CITY,COUNTY,HWY_DIST,MPO,RPA,RTA,MILE_COUNT,AADT,AADT_YEAR,AADT_DERIV,LENGTH_MI,LENGTH_FT,SHAPE_Leng,Shape__Length
2403,NORTH WASHINGTON STREET,4,0, , , , , ,0,4,N433 SB,N,433,SB,452251,NORTH WASHINGTON STREET,CAUSEWAY STREET,NEW CHARDON STREET,1,3,09271,1,3,2,4,  69,2,0,3,2,6,32,0,0,0,0,0,0,12,1,3,0,12,2,30,30, ,12,1,0,0,56,0,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,646,2016,14,0.0278554,147.07652177,44.8290134934,147.076521770832
2404,NORTH WASHINGTON STREET,4,0, , , , , ,0,4,N381 SB,N,381,SB,62661,NORTH WASHINGTON STREET,NEW RUTHERFORD AVENUE,CAUSEWAY STREET,1,3,09271,1,3,2,14,  69,2,0,2,2,6,24,0,0,0,0,0,0,4,3,3,0,6,2,30,30, ,1,1,0,0,99,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,41570,2009,4,0.01466161,77.41328317,23.5956159023,77.4140733369076
2405,WILLOWWOOD STREET,5,0, , , , , ,0,5,L161490 NB,L,161490,NB,0,WILLOWWOOD STREET,NORFOLK STREET,WOODROW AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.2470791,1304.57762459,397.636055248,1304.57762459261
2406,SAVIN HILL AVENUE,5,0, , , , , ,0,5,N3073 EB,N,3073,EB,57399,SAVIN HILL AVENUE,SAVIN HILL AVENUE,SAVIN HILL AVENUE,1,6,09271,1,5,2,0,  55,3,0,2,0,6,22,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,34,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3795,2016,14,0.04266862,225.29032681,68.668628949,225.290326807077
2407,NEWBURY STREET,4,0, , , , , ,0,4,N1536 WB,N,1536,WB,44912,NEWBURY STREET,ARLINGTON STREET,CHARLESGATE EAST,1,5,09271,1,4,2,0,  62,3,0,2,0,6,47,0,0,0,0,0,0,0,0,3,27,9,2,0,0, ,1,1,0,0,83,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10363,2016,14,0.11631964,614.1677196,187.198695333,614.16730034873
2408,FRANKFORT STREET,5,0, , , , , ,0,5,L213812 NB,L,213812,NB,0,FRANKFORT STREET,LOVELL STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,30,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04805811,253.74684263,77.3421923187,253.746842629576
2409,WARNER STREET,5,0, , , , , ,0,5,L181860 NB,L,181860,NB,0,WARNER STREET,WEST PARK STREET,HARVARD STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,34,0,0,0,0,0,0,0,0,3,5,5,2,0,0, ,1,1,0,0,50,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.16227938,856.83512278,261.16386775,856.835122769479
2410,ARCOLA STREET,5,0, , , , , ,0,5,L110040 EB,L,110040,EB,0,ARCOLA STREET,DAY STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,22,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,34,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.07454301,393.58707863,119.965581499,393.587078637213
2411,WASHINGTON STREET,4,0, , , , , ,0,4,N073 NB,N,073,NB,49599,WASHINGTON STREET,DEDHAM TOWN LINE,SOUTH STREET,1,3,09271,1,3,2,15,85-1,2,0,2,0,6,28,0,0,0,0,0,0,0,0,3,8,8,2,40,40, ,1,1,0,0,65,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22122,2016,14,0.04997686,263.8777979,80.4301136612,263.87779790121
2412,STARK STREET,5,0, , , , , ,0,5,L151598 NB,L,151598,NB,0,STARK STREET,ROLAND STREET,CAMBRIDGE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,20,0,0,0,0,0,0,0,0,3,5,5,2,0,0, ,1,1,0,0,30,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04234568,223.58518184,68.1488997214,223.585181838399
2413,HAROLD STREET,5,0, , , , , ,0,5,L167309 NB,L,167309,NB,0,HAROLD STREET,SEAVER STREET,WAUMBECK STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04794302,253.13912642,77.1569600468,253.138805547903
2414,PERKINS AVENUE,5,0, , , , , ,0,5,L115423 EB,L,115423,EB,0,PERKINS AVENUE,RIVER STREET,CHILD STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,0,0,0,0,0,0,0,0,2,8,9,2,0,0, ,1,1,0,0,41,2,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03328083,175.72277851,53.5604100113,175.722778513437
2415,HARRISON AVENUE,4,0, , , , , ,0,4,N1602 NB,N,1602,NB,51889,HARRISON AVENUE,ESSEX STREET,WARREN STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,32,0,0,0,0,0,0,0,0,3,10,12,2,0,0, ,1,1,0,0,76,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10461,2016,14,0.01970309,104.03229498,31.7091069285,104.032294973206
2416,SAINT WILLIAM STREET,5,0, , , , , ,0,5,L113915 EB,L,113915,EB,0,SAINT WILLIAM STREET,AUCKLAND STREET,DORCHESTER AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,6,6,1,0,0, ,1,1,0,0,38,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.06961117,367.54697375,112.028541657,367.546973755529
2417,BOWDOIN STREET,4,0, , , , , ,0,4,N1567 NB,N,1567,NB,44454,BOWDOIN STREET,CAMBRIDGE STREET,BEACON STREET,1,5,09271,1,4,2,0, 127,3,0,2,0,6,54,0,0,0,0,0,0,0,0,3,10,8,2,0,0, ,1,1,0,0,72,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10314,2016,14,0.11721791,618.91057667,188.644321058,618.910576681183
2418,DORCHESTER AVENUE,4,0, , , , , ,0,4,N113 NB,N,113,NB,46330,DORCHESTER AVENUE,ADIRONDACK PLACE,SUMMER STREET,1,3,09271,1,3,2,15,92-1,2,0,2,0,6,26,0,0,0,0,0,0,0,0,3,8,8,2,30,30, ,1,1,0,0,57,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10196,2016,14,0.04802929,253.5946515,77.2958043683,253.594651498467
2419,WALWORTH STREET,5,0, , , , , ,0,5,N3043 NB,N,3043,NB,49442,WALWORTH STREET,WASHINGTON STREET,SOUTH STREET,1,6,09271,1,5,2,0,  54,3,0,2,0,6,34,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,51,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3741,2016,14,0.07003148,369.76619889,112.704962832,369.766198889024
2420,BENNINGTON STREET,4,0, , , , , ,0,4,N1431 WB,N,1431,WB,62519,BENNINGTON STREET,CHELSEA STREET, ,1,5,09271,1,4,2,0,  69,3,0,2,2,6,0,0,0,0,0,0,0,12,1,3,0,8,2,30,0, ,1,1,0,0,51,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.05976734,315.57156718,96.1864060494,315.57156718224
2421,VALENTINE STREET,5,0, , , , , ,0,5,L118696 EB,L,118696,EB,0,VALENTINE STREET,WASHINGTON STREET,FULDA STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,19,0,0,0,0,0,0,0,0,3,5,5,2,0,0, ,1,1,0,0,29,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.10361482,547.08622891,166.752216078,547.086228919315
2422,WASHINGTON STREET,4,0, , , , , ,0,4,N1619 NB,N,1619,NB,49650,WASHINGTON STREET,ADAMS STREET,BLUE HILL AVENUE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,40,0,0,0,0,0,0,0,0,3,6,10,2,0,0, ,1,1,0,0,56,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10396,2016,14,0.04672715,246.71932736,75.2002013788,246.719327348651
2423,WARREN PLACE,4,0, , , , , ,0,4,N1603 EB,N,1603,EB,56009,WARREN PLACE,HARRISON AVENUE,PEVEAR PLACE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10462,2016,14,0.07327063,386.86892856,117.917885262,386.868928562653
2424,CHAPEL ROAD,5,0, , , , , ,0,5,L140008 NB,L,140008,NB,0,CHAPEL ROAD,FARRAR AVENUE,SAFFORD STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,34,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.09169015,484.12399886,147.561289974,484.123998864968
2425,HAMPDEN STREET,4,0, , , , , ,0,4,N1605 NB,N,1605,NB,46233,HAMPDEN STREET,DUDLEY STREET,ALBANY STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,32,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,46,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10426,2016,14,0.06331436,334.29980741,101.894785088,334.299807407647
2426,HUNNEWELL AVENUE,5,0, , , , , ,0,5,L151251 NB,L,151251,NB,0,HUNNEWELL AVENUE,BURTON STREET,CHAMPNEY STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,36,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.05597083,295.52600793,90.0765073691,295.526007927427
2427,FOREST STREET,5,0, , , , , ,0,5,L111264 NB,L,111264,NB,0,FOREST STREET,MOUNT PLEASANT AVENUE,MOUNT PLEASANT AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,1,0,0, ,1,1,0,0,40,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.13948583,736.48515659,224.481124692,736.485156599286
2428,DEVENS STREET,5,0, , , , , ,0,5,L176279 NB,L,176279,NB,0,DEVENS STREET,MAIN STREET,RUTHERFORD AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,28,0,0,0,0,0,0,0,0,3,6,6,1,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.06458278,340.99708135,103.936118267,340.997081351654
2429,CENTRE STREET,4,0, , , , , ,0,4,N1593 NB,N,1593,NB,46380,CENTRE STREET,CENTRE PERKINS STREET ROTARY,COLUMBUS AVENUE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,43,0,0,0,0,0,0,0,0,3,10,10,2,0,0, ,1,1,0,0,62,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,11148,2016,14,0.04413031,233.00805862,71.0209983101,233.008706492003
2430,SPRING STREET,4,0, , , , , ,0,4,N1582 NB,N,1582,NB,52032,SPRING STREET,CENTRE STREET,VETERANS OF FOREIGN WARS PARKWAY,1,5,09271,1,4,2,0,  54,3,0,4,0,6,57,0,0,0,0,0,0,0,0,3,5,5,2,30,30, ,1,1,0,0,81,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22955,2016,14,0.03628578,191.58890957,58.3964164307,191.589636963847
2431,KILSYTH ROAD,5,0, , , , , ,0,5,L155505 EB,L,155505,EB,0,KILSYTH ROAD,BROOKLINE TOWN LINE,BROOKLINE TOWN LINE,1,0,09271,1,7,2,0, ,0,0,2,0,5,16,2,1,0,0,0,0,0,0,2,0,0,1,0,0, ,1,1,0,0,20,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.10843608,572.54252553,174.511310803,572.542525531268
2432,COMMERCIAL STREET,4,0, , , , , ,0,4,N1580 NB,N,1580,NB,56408,COMMERCIAL STREET,CROSS STREET,NORTH WASHINGTON STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,7,44,0,0,0,0,0,0,0,0,3,0,7,2,20,20, ,1,1,0,0,56,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,9828,2016,14,0.0484744,255.94480813,78.0121335413,255.944808133277
2433,LONGWOOD AVENUE,4,0, , , , , ,0,4,N1524 EB,N,1524,EB,51970,LONGWOOD AVENUE,BROOKLINE TOWN LINE,SAINT ALPHONSUS STREET,1,5,09271,1,4,2,0,10-1,3,0,2,0,6,35,0,0,0,0,0,0,0,0,3,8,8,2,30,30, ,1,1,0,0,51,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10549,2016,14,0.06552247,345.95862722,105.448400472,345.95862721451
2434,HARRISON AVENUE,4,0, , , , , ,0,4,N1613 SB,N,1613,SB,52380,HARRISON AVENUE,ESSEX STREET,WARREN STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,34,0,0,0,0,0,0,0,0,3,12,12,1,0,0, ,1,1,0,0,56,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,11018,2016,14,0.04203396,221.93929364,67.6472319973,221.939293651584
2435,SENDERS COURT,5,0, , , , , ,0,5,L193686 NB,L,193686,NB,0,SENDERS COURT,DIETZ ROAD,CUL_DE_SAC,1,0,09271,1,7,2,0, ,0,0,2,0,6,27,0,0,0,0,0,0,0,0,3,4,4,2,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.08655101,456.98934835,139.290631957,456.989348341176
2436,PARSONS STREET,5,0, , , , , ,0,5,N2513 NB,N,2513,NB,44794,PARSONS STREET,WASHINGTON STREET,NORTH BEACON STREET,1,6,09271,1,5,2,0,   4,3,0,2,0,6,30,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,44,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3940,2016,14,0.09360263,494.22186512,150.639125767,494.221865122026
2437,RUGDALE ROAD,5,0, , , , , ,0,5,L155147 NB,L,155147,NB,0,RUGDALE ROAD,WASHINGTON STREET,VALLEY ROAD,1,0,09271,1,7,2,0, ,0,0,2,0,6,25,0,0,0,0,0,0,0,0,3,5,5,2,0,0, ,1,1,0,0,35,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.05585839,294.93229053,89.8955419448,294.932290533536
2438,WARREN STREET,4,0, , , , , ,0,4,N1601 NB,N,1601,NB,56022,WARREN STREET,BLUE HILL AVENUE,WASHINGTON STREET,1,5,09271,1,4,2,0,  54,3,0,2,2,6,30,0,0,0,0,0,0,4,1,3,0,8,2,30,0, ,1,1,0,0,90,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10454,2016,14,0.05672313,299.49814364,91.2872167559,299.498143635463
2439,CHESTNUT HILL AVENUE,4,0, , , , , ,0,4,N1516 NB,N,1516,NB,56564,CHESTNUT HILL AVENUE,BROOKLINE TOWN LINE,WASHINGTON STREET,1,5,09271,1,4,2,0,10-1,3,0,2,0,6,36,0,0,0,0,0,0,0,0,3,0,6,2,30,30, ,1,1,0,0,55,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23900,2016,14,0.04866882,256.97135547,78.3250257981,256.971355465923
2440,LANDOR ROAD,5,0, , , , , ,0,5,L128118 NB,L,128118,NB,0,LANDOR ROAD,BLUE HILL AVENUE,LESTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,1,0,0, ,1,1,0,0,40,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.07380691,389.70050609,118.780951818,389.697166517444
2441,SOUTH STREET,5,0, , , , , ,0,5,N3046 NB,N,3046,NB,54326,SOUTH STREET,CENTRE STREET,WASHINGTON STREET,1,6,09271,1,5,2,0,  54,3,0,2,0,6,30,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,43,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3922,2016,14,0.05944736,313.88204589,95.6714389289,313.882045885638
2442,MOZART STREET,5,0, , , , , ,0,5,L192166 NB,L,192166,NB,0,MOZART STREET,LAMARTINE STREET,CENTRE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,28,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,44,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.15298575,807.76475833,246.207190753,807.7647583337
2443,MOUNT VERNON STREET,5,0, , , , , ,0,5,N3071 EB,N,3071,EB,63050,MOUNT VERNON STREET,OLD COLONY AVENUE,DEAD END,1,6,09271,1,5,2,0,  55,3,0,1,1,6,30,0,0,0,0,0,0,5,1,3,0,7,2,0,0, ,1,1,0,0,80,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3826,2016,14,0.22710285,1199.10306815,365.487346146,1199.10306814802
2444,HUNTINGTON AVENUE,2,3,9, , , , ,0,2,SR9 WB,SR,9,WB,62413,HUNTINGTON AVENUE, ,LONGWOOD AVENUE,1,3,09271,1,3,2,14,   4,2,0,2,2,6,22,0,0,0,0,0,0,34,2,3,0,12,2,30,0, ,1,1,0,0,99,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.14342728,757.29601492,230.824286996,757.296298529786
2445,WELLES AVENUE,5,0, , , , , ,0,5,L118900 EB,L,118900,EB,0,WELLES AVENUE,DORCHESTER AVENUE,WASHINGTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,41,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,59,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.1529504,807.57808674,246.150293138,807.578086741598
2446,MASSACHUSETTS AVENUE,4,0, , , , , ,0,4,N120 EB,N,120,EB,58438,MASSACHUSETTS AVENUE,HUNTINGTON AVENUE,HUNTINGTON AVENUE,1,3,09271,1,3,2,14,  59,2,0,4,0,6,44,0,0,0,0,0,0,0,0,3,14,14,2,30,30, ,1,1,0,0,95,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,34984,2016,14,0.01303304,68.81446662,20.9746913742,68.8144666101059
2447,E STREET,5,0, , , , , ,0,5,N2565 NB,N,2565,NB,45807,E STREET,OLD COLONY AVENUE,INMAN STREET,1,6,09271,1,5,2,0,  67,3,0,2,0,6,27,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,2,2,0,0,41,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3893,2016,14,0.03155794,166.62591688,50.7876810389,166.625916873882
2448,HARVARD STREET,4,0, , , , , ,0,4,N1611 NB,N,1611,NB,56302,HARVARD STREET,TALBOT AVENUE,WASHINGTON STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,30,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,44,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3894,2016,14,0.01602649,84.61986216,25.792185571,84.6198621572873
2449,FANEUIL STREET,5,0, , , , , ,0,5,N2514 EB,N,2514,EB,56489,FANEUIL STREET,MARKET STREET,WASHINGTON STREET,1,6,09271,1,5,2,0,   4,3,0,2,0,6,35,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,47,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3937,2016,14,0.03532365,186.5088913,56.8480237649,186.508891301674
2450,ANTRIM STREET,5,0, , , , , ,0,5,L124600 NB,L,124600,NB,0,ANTRIM STREET,ASHLEY STREET,BENNINGTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,1,0,0, ,1,1,0,0,40,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.07714847,407.34390601,124.158670868,407.343906001997
2451,FRANKLIN HILL AVENUE,5,0, , , , , ,0,5,L136734 NB,L,136734,NB,0,FRANKLIN HILL AVENUE,HARVARD STREET,AMERICAN LEGION HIGHWAY,1,0,09271,1,7,2,0, ,0,0,2,0,6,35,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,50,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03789897,200.10657951,60.9926074212,200.106579517183
2452,WELD HILL STREET,5,0, , , , , ,0,5,L141571 EB,L,141571,EB,0,WELD HILL STREET,HYDE PARK AVENUE,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,41,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.06762413,357.05540165,108.830704085,357.055401650355
2453,DORCHESTER STREET,4,0, , , , , ,0,4,N1794 NB,N,1794,NB,57982,DORCHESTER STREET,EAST FIRST STREET,DORCHESTER AVENUE,1,5,09271,1,4,2,0,  60,3,0,2,0,6,60,0,0,0,0,0,0,0,0,3,9,9,2,0,0, ,2,2,0,0,78,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10430,2016,14,0.0182392,96.3029897,29.3532099671,96.3029896952597
2454,KENRICK STREET,5,0, , , , , ,0,5,N2502 EB,N,2502,EB,274963,KENRICK STREET,WAVERLEY AVENUE,BOSTON CITY LINE,1,6,09271,1,5,2,0,98-1,3,0,2,0,6,24,0,0,0,0,0,0,0,0,3,0,0,2,0,0, ,1,1,0,0,40,1,2,0,0,NEWTON,207,17,6,Boston Region,MAPC,MBTA,1,3984,2016,14,0.00694605,36.67514578,11.1786067902,
2455,HYDE PARK AVENUE,4,0, , , , , ,0,4,N112 NB,N,112,NB,57059,HYDE PARK AVENUE,DEAD END,WASHINGTON STREET,1,3,09271,1,3,2,15,  54,2,0,2,0,6,34,0,0,0,0,0,0,0,0,3,8,8,2,30,30, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22800,2016,14,0.04416794,233.20670177,71.081544864,233.206701781114
2456,BUNKER HILL STREET,4,0, , , , , ,0,4,N1422 EB,N,1422,EB,57472,BUNKER HILL STREET,MAIN STREET,LOWNEY WAY,1,5,09271,1,4,2,0,  69,3,0,2,0,6,39,0,0,0,0,0,0,0,0,3,10,12,2,25,25, ,2,2,0,0,61,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10016,2016,14,0.033495,176.8536244,53.9050925266,176.853624405474
2457,AVENUE LOUIS PASTEUR,4,0, , , , , ,0,4,N1525 NB,N,1525,NB,52561,AVENUE LOUIS PASTEUR,LONGWOOD AVENUE,FENWAY,1,5,09271,1,4,2,0,10-1,3,0,2,0,6,48,0,0,0,0,0,0,0,0,3,0,10,2,0,0, ,1,1,0,0,80,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10613,2016,14,0.08560679,452.00386324,137.771053058,452.003863239653
2458,STANIFORD STREET,4,0, , , , , ,0,4,N419 SB,N,419,SB,471535,STANIFORD STREET,CAUSEWAY STREET,CAMBRIDGE STREET,1,3,09271,1,3,2,14,  70,2,0,2,2,6,30,0,0,0,0,0,0,6,1,3,10,10,2,0,0, ,1,1,0,0,92,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,11411,2009,2,0.06257761,330.40977028,100.7090994,330.409770275165
2459,WOODBOLE AVENUE,5,0, , , , , ,0,5,L198960 NB,L,198960,NB,0,WOODBOLE AVENUE,STANDARD STREET,WOODGATE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,37,0,0,0,0,0,0,0,0,3,4,4,2,0,0, ,1,1,0,0,50,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.39871893,2105.23596947,641.677206848,2105.23596947305
2460,SALCOMBE STREET,5,0, , , , , ,0,5,L203893 NB,L,203893,NB,0,SALCOMBE STREET,STOUGHTON STREET,CUSHING AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,0,0,0,0,0,0,0,0,3,5,5,2,0,0, ,1,1,0,0,34,3,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.14540828,767.75571656,234.012410432,767.755716557591
2461,BROOKLINE AVENUE,4,0, , , , , ,0,4,N405 NB,N,405,NB,45220,BROOKLINE AVENUE,BROOKLINE TOWN LINE,COMMONWEALTH AVENUE,1,3,09271,1,3,2,14,  61,2,0,2,0,6,28,0,0,0,0,0,0,0,0,3,10,10,2,30,30, ,1,1,0,0,64,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,12807,2016,14,0.051856,273.79966944,83.4543061545,273.799669446068
2462,WEST FOURTH STREET,4,0, , , , , ,0,4,N130 NB,N,130,NB,461783,WEST FOURTH STREET,ALBANY STREET,B STREET,1,3,09271,1,3,2,15,40-1,2,0,2,0,6,42,0,0,0,0,0,0,0,0,3,8,8,2,35,35, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23087,2016,14,0.00924945,48.83711393,14.8855820984,48.8371139326679
2463,PEARL STREET,4,0, , , , , ,0,4,N1550 NB,N,1550,NB,452342,PEARL STREET,PURCHASE STREET,MILK STREET,1,5,09271,1,4,2,0,  65,3,0,2,0,6,36,0,0,0,0,0,0,0,0,3,8,6,2,0,0, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,699,2016,14,0.04122055,217.64448238,66.3381709064,217.64448238582
